actStTime,actEndTime,actCategory,placeOrRoute,authorities
活動開始時間,活動結束時間,活動類別,集會處所或遊行路線,主管機關
2016/05/27 06:00,2016/05/27 22:00,室外集會,屏東縣里港鄉屏東縣里港鄉過江路至中山路,屏東縣政府警察局里港分局
2016/05/26 18:00,2016/05/26 22:00,室外集會,屏東縣里港鄉屏東縣里港鄉三廍村慶濟宮,屏東縣政府警察局里港分局
2016/05/26 14:00,2016/05/26 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/26 10:00,2016/05/26 16:00,室外集會,臺北市大安區復興南路一段390號前人行道,臺北市政府警察局大安分局
2016/05/26 09:00,2016/05/26 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/26 08:00,2016/05/26 22:00,室外集會,屏東縣里港鄉大平村媽祖廟前,屏東縣政府警察局里港分局
2016/05/26 08:00,2016/05/26 18:30,室外集會,忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/26 08:00,2016/05/26 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/25 18:30,2016/05/25 21:00,室外集會,臺南市七股區中寮里天后宮前廣場,臺南市政府警察局佳里分局
2016/05/25 14:00,2016/05/25 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/25 09:00,2016/05/25 17:00,室外集會,臺北市中正區北平東路【紹興北街（不含）至杭州北路（不含）間】南側2線車道,臺北市政府警察局中正第一分局
2016/05/25 09:00,2016/05/25 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/25 08:00,2016/05/25 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/25 08:00,2016/05/25 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/25 08:00,2016/05/25 22:00,室外集會,臺北市中山區八德路2段【八德路2段174巷至安東街間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2016/05/24 14:00,2016/05/24 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/24 10:00,2016/05/24 17:00,室外集會,臺北市中正區凱達格蘭大道【公園路（不含）至中山南路（不含）】北側人行道暨緊鄰1線車道,臺北市政府警察局中正第一分局
2016/05/24 09:00,2016/05/24 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/24 08:00,2016/05/24 17:00,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/24 08:00,2016/05/24 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/24 08:00,2016/05/24 22:00,室外集會,臺北市中山區八德路2段【八德路2段174巷至安東街間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2016/05/23 18:30,2016/05/23 21:00,室外集會,臺南市七股區龍山里龍山宮前廣場,臺南市政府警察局佳里分局
2016/05/23 17:30,2016/05/23 22:00,遊行,屏東縣里港鄉,屏東縣政府警察局里港分局
2016/05/23 14:00,2016/05/23 23:30,室外集會,臺北市萬華區漢中街116號及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/23 09:00,2016/05/23 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/23 08:00,2016/05/23 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/23 08:00,2016/05/23 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/22 18:30,2016/05/22 19:52,室外集會,臺南市將軍區青鯤鯓朝天宮前廣場(將軍區鯤鯓里241號),臺南市政府警察局學甲分局
2016/05/22 15:00,2016/05/22 19:00,遊行,高雄市前金區中山、五福(西北角),高雄市政府警察局新興分局
2016/05/22 14:00,2016/05/22 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/22 09:00,2016/05/22 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/22 08:00,2016/05/22 22:00,室外集會,屏東縣里港鄉屏東縣里港鄉三廍村慶濟宮,屏東縣政府警察局里港分局
2016/05/22 08:00,2016/05/22 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/22 08:00,2016/05/22 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/22 07:00,2016/05/22 18:25,室外集會,臺北市北投區石牌路1段139號(石牌國中)及石牌路1段【西安街二段(不含)至致遠二路(不含)間】臨石牌國中側人行道,臺北市政府警察局北投分局
2016/05/21 19:30,2016/05/21 21:30,室外集會,屏東縣內埔鄉龍泉村通宵巷35號前,屏東縣政府警察局內埔分局
2016/05/21 15:00,2016/05/21 19:00,遊行,高雄市前金區中山、五福路(西北角),高雄市政府警察局新興分局
2016/05/21 14:00,2016/05/21 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/21 09:00,2016/05/21 22:00,室外集會,臺北市濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/21 08:00,2016/05/21 17:00,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/21 08:00,2016/05/21 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/20 15:00,2016/05/20 22:00,室外集會,新北市三重區文化北路188巷71號,新北市政府警察局三重分局
2016/05/20 15:00,2016/05/20 21:00,室外集會,新北市三重區文化北路132巷42號,新北市政府警察局三重分局
2016/05/20 14:00,2016/05/20 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/20 09:00,2016/05/20 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/20 08:00,2016/05/20 22:00,室外集會,屏東縣里港鄉三廍村慶濟宮,屏東縣政府警察局里港分局
2016/05/20 08:00,2016/05/20 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/20 08:00,2016/05/20 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/20 00:00,2016/05/20 14:48,遊行,臺北市中正區北平東路【紹興北街（不含）至杭州北路（不含）間】（集合後出發）→北平東路→（左轉）林森北路→林森南路→林森南路與仁愛路口（就地解散）,臺北市政府警察局中正第一分局
2016/05/19 14:00,2016/05/19 17:00,遊行,新北市汐止區汐止火車站前廣場,新北市政府警察局汐止分局
2016/05/19 14:00,2016/05/19 17:00,室外集會,嘉義縣竹崎鄉竹崎公園詹益樺銅像前廣場前,嘉義縣警察局竹崎分局
2016/05/19 14:00,2016/05/19 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/19 10:00,2016/05/19 13:00,遊行,臺中市后里區四村路,臺中市政府警察局大甲分局
2016/05/19 09:00,2016/05/19 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/19 08:00,2016/05/19 22:00,室外集會,屏東縣里港鄉趙壽全餛飩工廠(四維路67號),屏東縣政府警察局里港分局
2016/05/19 08:00,2016/05/19 17:00,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/19 08:00,2016/05/19 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/19 00:00,2016/05/19 23:59,遊行,臺北市中正區北平東路【紹興北街（不含）至杭州北路（不含）間】（集合後出發）→北平東路→（左轉）林森北路→林森南路→林森南路與仁愛路口（就地解散）,臺北市政府警察局中正第一分局
2016/05/18 18:30,2016/05/18 21:00,室外集會,臺南市將軍區馬沙溝李聖宮前廣場(將軍區長沙里51號),臺南市政府警察局學甲分局
2016/05/18 18:00,2016/05/18 21:00,遊行,新北市三重區文化北路132巷42號,新北市政府警察局三重分局
2016/05/18 14:00,2016/05/18 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/18 12:00,2016/05/18 17:00,室外集會,臺北市中正區北平東路【林森北路（不含）至杭州北路（不含）間】南側2線車道,臺北市政府警察局中正第一分局
2016/05/18 09:00,2016/05/18 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/18 08:00,2016/05/18 17:05,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/18 08:00,2016/05/18 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/18 08:00,2016/05/18 22:00,室外集會,臺北市中山區八德路2段【八德路2段174巷至安東街間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2016/05/17 14:00,2016/05/17 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/17 09:00,2016/05/17 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/17 08:00,2016/05/17 12:00,室外集會,新北市三重區新北市三重區力行路1段52號前,新北市政府警察局三重分局
2016/05/17 08:00,2016/05/17 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/17 08:00,2016/05/17 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/17 08:00,2016/05/17 22:00,室外集會,臺北市中山區八德路2段【八德路2段174巷至安東街間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2016/05/16 15:00,2016/05/16 22:00,室外集會,新北市三重區文化北路188巷71號,新北市政府警察局三重分局
2016/05/16 14:00,2016/05/16 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/16 09:00,2016/05/16 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/16 08:00,2016/05/16 17:50,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/16 08:00,2016/05/16 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/15 15:00,2016/05/15 19:00,遊行,高雄市前金區中央公園(中山、五福路西北角),高雄市政府警察局新興分局
2016/05/15 14:00,2016/05/15 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/15 10:00,2016/05/15 14:00,室外集會,桃園市八德區廣福路20巷43弄15至23號前,桃園市政府警察局八德分局
2016/05/15 10:00,2016/05/15 22:00,室外集會,臺北市萬華區成都路【漢中街（不含）至中華路1段（不含）】南側人行道,臺北市政府警察局萬華分局
2016/05/15 09:00,2016/05/15 13:30,室外集會,桃園市八德區廣福路20巷15弄4號至12號前,桃園市政府警察局八德分局
2016/05/15 09:00,2016/05/15 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/15 08:10,2016/05/15 12:00,室外集會,高雄市林園區溪州一路168號,高雄市政府警察局林園分局
2016/05/15 08:00,2016/05/15 13:00,室外集會,高雄市林園區溪州二路63號,高雄市政府警察局林園分局
2016/05/15 08:00,2016/05/15 17:05,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/15 08:00,2016/05/15 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/14 15:00,2016/05/14 19:00,遊行,高雄市前金區中央公園(中山、五福路西北角起),高雄市政府警察局新興分局
2016/05/14 14:00,2016/05/14 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/14 12:00,2016/05/14 21:00,室外集會,臺中市東勢區河濱公園,臺中市政府警察局東勢分局
2016/05/14 10:00,2016/05/14 22:00,室外集會,臺北市萬華區成都路【漢中街（不含）至中華路1段（不含）】南側人行道,臺北市政府警察局萬華分局
2016/05/14 09:00,2016/05/14 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/14 08:00,2016/05/14 22:00,室外集會,屏東縣里港鄉屏東縣里港鄉永春路12號,屏東縣政府警察局里港分局
2016/05/14 08:00,2016/05/14 15:00,室外集會,新北市三重區新北市三重區文化北路132巷42號,新北市政府警察局三重分局
2016/05/14 08:00,2016/05/14 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/14 08:00,2016/05/14 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/13 14:00,2016/05/13 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/13 09:00,2016/05/13 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至鎮江街（不含）間】北側1線車道暨人行道,臺北市政府警察局中正第一分局
2016/05/13 08:00,2016/05/13 12:00,遊行,臺中市龍井區麗水里三港路、龍港路沿線,臺中市政府警察局烏日分局
2016/05/13 08:00,2016/05/13 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/13 08:00,2016/05/13 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/12 14:00,2016/05/12 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/12 13:40,2016/05/12 16:30,遊行,臺中市大雅區中清路大雅交流道,臺中市政府警察局豐原分局
2016/05/12 10:00,2016/05/12 12:00,室外集會,嘉義縣大林鎮排路里善諸橋前,嘉義縣警察局民雄分局
2016/05/12 09:00,2016/05/12 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至鎮江街（不含）間】北側1線車道暨人行道,臺北市政府警察局中正第一分局
2016/05/12 09:00,2016/05/12 17:00,室外集會,臺北市中正區中山南路【忠孝東路1段（不含）至青島東路（不含）間】東側1線慢車道暨人行道,臺北市政府警察局中正第一分局
2016/05/12 08:30,2016/05/12 17:30,室外集會,臺北市大安區光復南路116巷18號,臺北市政府警察局大安分局
2016/05/12 08:00,2016/05/12 12:00,遊行,臺中市烏日區麗水里三港路、龍港路沿線,臺中市政府警察局烏日分局
2016/05/12 08:00,2016/05/12 17:00,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/12 08:00,2016/05/12 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/11 14:00,2016/05/11 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/11 09:00,2016/05/11 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至鎮江街（不含）間】北側1線車道暨人行道VM4,臺北市政府警察局中正第一分局
2016/05/11 08:00,2016/05/11 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/11 08:00,2016/05/11 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/11 08:00,2016/05/11 22:00,室外集會,臺北市中山區八德路2段【八德路2段174巷至安東街間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2016/05/10 14:00,2016/05/10 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/10 09:00,2016/05/10 17:00,室外集會,臺北市中正區信義路1段21-3號前北側人行道暨2線慢車道,臺北市政府警察局中正第一分局
2016/05/10 09:00,2016/05/10 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至鎮江街（不含）間】北側1線車道暨人行道,臺北市政府警察局中正第一分局
2016/05/10 08:00,2016/05/10 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/10 08:00,2016/05/10 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/10 08:00,2016/05/10 22:00,室外集會,臺北市中山區八德路2段【八德路2段174巷至安東街間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2016/05/09 14:00,2016/05/09 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/09 09:00,2016/05/09 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/09 08:00,2016/05/09 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/09 08:00,2016/05/09 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/08 15:00,2016/05/08 21:00,遊行,高雄市前金區中央公園,高雄市政府警察局新興分局
2016/05/08 14:00,2016/05/08 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/08 10:00,2016/05/08 12:00,室外集會,基隆市中山區中山三路109之1號,基隆市警察局第四分局
2016/05/08 09:00,2016/05/08 18:00,室外集會,臺北市中正區凱達格蘭大道【公園路（不含）至中山南路（不含）】北側人行道暨緊鄰1線車道,臺北市政府警察局中正第一分局
2016/05/08 09:00,2016/05/08 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/08 08:00,2016/05/08 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/08 08:00,2016/05/08 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/08 02:00,2016/05/08 22:00,室外集會,臺北市中正區青島東路【中山南路（不含）至鎮江街（不含）間】全線道路,臺北市政府警察局中正第一分局
2016/05/07 15:00,2016/05/07 21:00,遊行,高雄市前金區中央公園,高雄市政府警察局新興分局
2016/05/07 14:00,2016/05/07 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/07 09:00,2016/05/07 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/07 08:00,2016/05/07 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/07 08:00,2016/05/07 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/06 14:00,2016/05/06 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/06 09:00,2016/05/06 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/06 08:30,2016/05/06 09:00,室外集會,臺東縣達仁鄉臺東縣達仁鄉安朔村9鄰14號(達仁鄉公所廣場)前,臺東縣警察局大武分局
2016/05/06 08:00,2016/05/06 17:00,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/06 08:00,2016/05/06 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/05 14:00,2016/05/05 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/05 10:00,2016/05/05 12:00,室外集會,基隆市中山區中山三路109之1號,基隆市警察局第四分局
2016/05/05 09:00,2016/05/05 23:00,室外集會,臺北市中正區愛國東路(羅斯福路1段至杭州南路2段)雙號側人行道與慢車道,臺北市政府警察局中正第二分局
2016/05/05 09:00,2016/05/05 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/05 08:00,2016/05/05 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/05 08:00,2016/05/05 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/04 14:00,2016/05/04 23:30,室外集會,漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/04 09:00,2016/05/04 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/04 08:00,2016/05/04 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/04 08:00,2016/05/04 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/04 08:00,2016/05/04 22:00,室外集會,臺北市中山區八德路2段【八德路2段174巷至安東街間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2016/05/04 00:00,2016/05/04 23:00,室外集會,臺北市中正區中山南路【信義路1段（不含）至愛國東路（不含）間】臨自由廣場側慢車道,臺北市政府警察局中正第一分局
2016/05/03 14:00,2016/05/03 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/03 10:00,2016/05/03 19:00,室外集會,臺北市中正區福州街15號(經濟部),臺北市政府警察局中正第二分局
2016/05/03 09:00,2016/05/03 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/03 08:00,2016/05/03 17:00,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/03 08:00,2016/05/03 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/03 08:00,2016/05/03 22:00,室外集會,臺北市中山區八德路2段【八德路2段174巷至安東街間】由西向東車行方向單向道路,臺北市政府警察局中山分局
2016/05/03 01:00,2016/05/03 23:59,室外集會,臺北市中正區中山南路【信義路1段（不含）至愛國東路（不含）間】臨自由廣場側慢車道,臺北市政府警察局中正第一分局
2016/05/02 14:00,2016/05/02 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/02 10:00,2016/05/02 19:00,室外集會,臺北市中正區福州街15號經濟部,臺北市政府警察局中正第二分局
2016/05/02 09:00,2016/05/02 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/02 08:00,2016/05/02 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/02 08:00,2016/05/02 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/02 00:00,2016/05/02 23:00,室外集會,臺北市中正區信義路1段【中山南路（不含）至杭州南路2段（不含）間】臨中正紀念堂側1線慢車道暨人行道,臺北市政府警察局中正第一分局
2016/05/01 14:00,2016/05/01 23:30,室外集會,臺北市萬華區漢中街116號及成都路北側人行道,臺北市政府警察局萬華分局
2016/05/01 10:00,2016/05/01 18:00,遊行,臺北市中正區北平東路【紹興北街（不含）至杭州北路（不含）間】（集合後出發）→北平東路→（左轉）林森北路→林森南路→（右轉）濟南路→（左轉）中山南路→（右轉）凱達格蘭大道（集會後解散）,臺北市政府警察局中正第一分局
2016/05/01 09:00,2016/05/01 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/05/01 08:00,2016/05/01 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/05/01 08:00,2016/05/01 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/05/01 01:00,2016/05/01 23:59,室外集會,臺北市中正區信義路1段【中山南路（不含）至杭州南路2段（不含）間】臨中正紀念堂側1線慢車道暨人行道,臺北市政府警察局中正第一分局
2016/04/30 15:00,2016/04/30 16:00,室外集會,臺中市后里區四村路85號,臺中市政府警察局大甲分局
2016/04/30 14:00,2016/04/30 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/04/30 10:00,2016/04/30 12:00,室外集會,臺中市大雅區雅環路二段285號,臺中市政府警察局豐原分局
2016/04/30 09:00,2016/04/30 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/04/30 08:00,2016/04/30 17:05,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊,臺北市政府警察局士林分局
2016/04/30 08:00,2016/04/30 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
