actStTime,actEndTime,actCategory,placeOrRoute,authorities
活動開始時間,活動結束時間,活動類別,集會處所或遊行路線,主管機關
2016/01/11 12:00,2016/01/11 22:00,室外集會,屏東縣潮州鎮興隆路219號前路段(立委候選人廖婉汝造勢晚會),屏東縣政府警察局潮州分局
2016/01/11 11:00,2016/01/11 13:00,遊行,嘉義縣新港鄉市區街道,嘉義縣警察局民雄分局
2016/01/11 11:00,2016/01/11 14:00,遊行,臺東縣臺東市市區道路,臺東縣警察局臺東分局
2016/01/11 10:30,2016/01/11 12:00,遊行,嘉義市西區博愛路二段166號,嘉義市政府警察局
2016/01/11 10:00,2016/01/11 12:00,遊行,嘉義縣朴子市街道,嘉義縣警察局朴子分局
2016/01/11 10:00,2016/01/11 13:00,遊行,雲林縣大埤鄉街道,雲林縣警察局斗南分局
2016/01/11 10:00,2016/01/11 18:00,遊行,彰化縣和美鎮重要道路,彰化縣警察局和美分局
2016/01/11 10:00,2016/01/11 12:00,遊行,宜蘭縣壯圍鄉各村,宜蘭縣政府警察局礁溪分局
2016/01/11 10:00,2016/01/11 12:00,遊行,新北市板橋區林家花園周邊道路,新北市政府警察局板橋分局
2016/01/11 09:30,2016/01/11 16:00,遊行,屏東縣鹽埔鄉各村,屏東縣政府警察局里港分局
2016/01/11 09:00,2016/01/11 13:00,遊行,苗栗縣後龍鎮重要道路,苗栗縣警察局竹南分局
2016/01/11 09:00,2016/01/11 12:00,遊行,彰化縣埔鹽鄉各主要道路,彰化縣警察局溪湖分局
2016/01/11 09:00,2016/01/11 12:00,遊行,基隆市信義區信義區全區,基隆市警察局第二分局
2016/01/11 09:00,2016/01/11 21:30,遊行,高雄市鳳山區市區道路,高雄市政府警察局鳳山分局
2016/01/11 09:00,2016/01/11 17:00,遊行,臺北市大同區寧夏路139號,臺北市政府警察局大同分局
2016/01/11 09:00,2016/01/11 12:00,室外集會,新北市深坑區萬福路11號,新北市政府警察局新店分局
2016/01/11 09:00,2016/01/11 11:40,室外集會,嘉義市東區嘉義林區管理處西側道路,嘉義市政府警察局第二分局
2016/01/11 09:00,2016/01/11 12:00,遊行,臺中市烏日區中西東南北西屯南屯北屯豐原烏日區,臺中市政府警察局
2016/01/11 09:00,2016/01/11 12:00,室外集會,新竹縣五峰鄉縣道122縣36.1K至36.2K之靠民宅側路段,新竹縣政府警察局竹東分局
2016/01/11 09:00,2016/01/11 15:30,遊行,臺南市楠西區民進黨後援會後方(臺南市楠西區中興南路35號),臺南市政府警察局玉井分局
2016/01/11 09:00,2016/01/11 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。-,臺北市政府警察局中正第一分局
2016/01/11 08:30,2016/01/11 12:00,遊行,臺中市豐原區田心路二段157號,臺中市政府警察局豐原分局
2016/01/11 08:30,2016/01/11 18:00,遊行,屏東縣林邊鄉林邊鄉.佳冬鄉.新埤鄉.枋寮鄉,屏東縣政府警察局
2016/01/11 08:00,2016/01/11 17:00,遊行,嘉義縣朴子市各里道路,嘉義縣警察局朴子分局
2016/01/11 08:00,2016/01/11 12:00,遊行,臺南市鹽水區道路,臺南市政府警察局新營分局
2016/01/11 08:00,2016/01/11 15:27,遊行,臺南市後壁區新東里,臺南市政府警察局白河分局
2016/01/11 08:00,2016/01/11 17:00,,彰化縣花壇鄉中山路二段720號,彰化縣警察局彰化分局
2016/01/11 08:00,2016/01/11 19:00,遊行,高雄市大寮區各重要道路,高雄市政府警察局林園分局
2016/01/11 08:00,2016/01/11 19:00,遊行,臺東縣延平鄉(延平鄉、海端鄉),臺東縣警察局關山分局
2016/01/11 08:00,2016/01/11 21:00,遊行,高雄市內門區內門、田寮及阿蓮區街道,高雄市政府警察局
2016/01/11 08:00,2016/01/11 16:00,遊行,高雄市桃源區(桃源區及茂林區),高雄市政府警察局六龜分局
2016/01/11 08:00,2016/01/11 17:00,遊行,苗栗縣卓蘭鎮、大湖鄉、獅潭鄉、泰安鄉,苗栗縣警察局大湖分局
2016/01/11 08:00,2016/01/11 16:08,遊行,臺北市中正區羅斯福路及汀州路沿線,臺北市政府警察局中正第二分局
2016/01/11 08:00,2016/01/11 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2016/01/11 08:00,2016/01/11 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/01/11 08:00,2016/01/11 22:00,室外集會,臺北市中山區八德路2段(174巷不含至安東街不含)由西向東車行方向單向道路及八德路2段218巷,臺北市政府警察局中山分局
2016/01/11 07:00,2016/01/11 10:00,遊行,雲林縣虎尾鎮市區道路,雲林縣警察局虎尾分局
2016/01/11 07:00,2016/01/11 22:00,遊行,南投縣埔里鎮南安路競選總部,南投縣政府警察局
2016/01/11 07:00,2016/01/11 18:00,遊行,新北市平溪區106線新寮路口,新北市政府警察局瑞芳分局
2016/01/11 07:00,2016/01/11 20:00,遊行,臺南市東區立法委員候選人陳淑慧競選總部-本市東區道路,臺南市政府警察局第一分局
2016/01/10 20:00,2016/01/10 22:00,室外集會,雲林縣西螺鎮西螺夜市(東南國中旁),雲林縣警察局西螺分局
2016/01/10 19:00,2016/01/10 21:30,遊行,新北市蘆洲區長榮路60號,新北市政府警察局蘆洲分局
2016/01/10 19:00,2016/01/10 21:00,遊行,屏東縣屏東市屏東市街區,屏東縣政府警察局屏東分局
2016/01/10 19:00,2016/01/10 22:00,室外集會,新北市板橋區浮洲運動公園,新北市政府警察局板橋分局
2016/01/10 19:00,2016/01/10 21:00,室外集會,桃園市平鎮區褒忠祠前廣場,桃園市政府警察局平鎮分局
2016/01/10 19:00,2016/01/10 20:30,室外集會,桃園市龍潭區武漢里國聯街前段,桃園市政府警察局龍潭分局
2016/01/10 19:00,2016/01/10 22:00,室外集會,桃園市龍潭區中正路北二高橋下,桃園市政府警察局龍潭分局
2016/01/10 19:00,2016/01/10 21:00,室外集會,臺中市清水區大街路206號紫雲巖停車場,臺中市政府警察局清水分局
2016/01/10 19:00,2016/01/10 20:00,室外集會,雲林縣水林鄉春埔村山寮36號(山玄宮前廣場),雲林縣警察局北港分局
2016/01/10 19:00,2016/01/10 22:00,室外集會,新北市板橋區篤行路二段133號〈溪北公園〉,新北市政府警察局板橋分局
2016/01/10 18:30,2016/01/10 22:00,遊行,臺中市西屯區市區街道,臺中市政府警察局第六分局
2016/01/10 18:30,2016/01/10 21:00,室外集會,新竹縣北埔鄉慈天宮前廣場,新竹縣政府警察局竹東分局
2016/01/10 18:30,2016/01/10 20:30,室外集會,高雄市左營區果貿社區籃球場,高雄市政府警察局左營分局
2016/01/10 18:30,2016/01/10 19:30,室外集會,雲林縣水林鄉灣東村宏仁路38號(碧清寺前廣場),雲林縣警察局北港分局
2016/01/10 18:00,2016/01/10 21:00,遊行,新北市永和區,新北市政府警察局
2016/01/10 18:00,2016/01/10 22:00,室外集會,新竹市東區孔廟前廣場,新竹市警察局第二分局
2016/01/10 18:00,2016/01/10 22:00,室外集會,基隆市安樂區基金一路129巷口,基隆市警察局第四分局
2016/01/10 18:00,2016/01/10 22:00,室外集會,新北市土城區捷運海山站廣場,新北市政府警察局土城分局
2016/01/10 18:00,2016/01/10 22:00,室外集會,新北市瑞芳區瑞芳火車站站前廣場,新北市政府警察局瑞芳分局
2016/01/10 18:00,2016/01/10 22:00,室外集會,彰化縣伸港鄉嘉ㄧ路至中華路499巷路段,彰化縣警察局和美分局
2016/01/10 18:00,2016/01/10 22:00,室外集會,新北市樹林區四維路(八德街至國凱街口),新北市政府警察局樹林分局
2016/01/10 18:00,2016/01/10 21:00,室外集會,新竹縣竹東鎮上館里惠安街土地公廟前廣場,新竹縣政府警察局竹東分局
2016/01/10 18:00,2016/01/10 22:00,遊行,高雄市岡山區大德一路〈和平公園〉及岡山區街道,高雄市政府警察局岡山分局
2016/01/10 17:30,2016/01/10 22:00,遊行,新北市三重區各主要道路,新北市政府警察局三重分局
2016/01/10 17:30,2016/01/10 22:00,室外集會,新北市板橋區八德公園,新北市政府警察局海山分局
2016/01/10 17:30,2016/01/10 18:30,室外集會,雲林縣水林鄉蘇秦村蘇秦路38-3號,雲林縣警察局北港分局
2016/01/10 17:30,2016/01/10 22:00,室外集會,桃園市大園區三石里三石籃球場,桃園市政府警察局大園分局
2016/01/10 17:20,2016/01/10 20:58,室外集會,桃園市大園區中正二街,桃園市政府警察局大園分局
2016/01/10 17:00,2016/01/10 22:00,室外集會,南投縣草屯鎮惠德宮,南投縣政府警察局草屯分局
2016/01/10 17:00,2016/01/10 22:00,室外集會,臺南市中西區體三廣場,臺南市政府警察局第二分局
2016/01/10 17:00,2016/01/10 22:00,室外集會,苗栗縣頭份市頭份國小操場,苗栗縣警察局頭份分局
2016/01/10 17:00,2016/01/10 22:00,室外集會,桃園市中壢區環北路480號,桃園市政府警察局中壢分局
2016/01/10 17:00,2016/01/10 22:00,室外集會,臺中市北屯區水湳經貿區,臺中市政府警察局第五分局
2016/01/10 17:00,2016/01/10 22:00,室外集會,臺南市中西區中西區體三廣場,臺南市政府警察局第二分局
2016/01/10 17:00,2016/01/10 22:00,室外集會,臺中市大里區青年高中運動場,臺中市政府警察局霧峰分局
2016/01/10 17:00,2016/01/10 22:00,室外集會,新竹縣橫山鄉新興村新興街62巷6號,新竹縣政府警察局橫山分局
2016/01/10 17:00,2016/01/10 22:00,室外集會,苗栗縣頭屋鄉獅潭村中興街58號對面空地,苗栗縣警察局苗栗分局
2016/01/10 17:00,2016/01/10 22:00,室外集會,南投縣南投市營北里中學西路223-227號,南投縣政府警察局中興分局
2016/01/10 17:00,2016/01/10 22:00,室外集會,新竹縣竹北市竹仁里中正東路328巷29號,新竹縣政府警察局竹北分局
2016/01/10 17:00,2016/01/10 21:00,室外集會,臺中市大雅區中清東路227巷(大雅公園),臺中市政府警察局豐原分局
2016/01/10 16:30,2016/01/10 20:30,室外集會,彰化縣社頭鄉社斗路零售市場停車場,彰化縣警察局田中分局
2016/01/10 16:00,2016/01/10 17:50,遊行,彰化縣社頭鄉員集路等路段,彰化縣警察局田中分局
2016/01/10 16:00,2016/01/10 18:00,遊行,嘉義市西區嘉義市博愛路二段166號,嘉義市政府警察局
2016/01/10 16:00,2016/01/10 22:00,室外集會,新竹縣竹北市縣政六路,新竹縣政府警察局竹北分局
2016/01/10 16:00,2016/01/10 17:00,室外集會,南投縣南投市中山公園,南投縣政府警察局南投分局
2016/01/10 16:00,2016/01/10 22:00,室外集會,嘉義縣朴子市山通路6號(東石國中操場)。,嘉義縣警察局朴子分局
2016/01/10 16:00,2016/01/10 22:00,室外集會,高雄市三民區金山路18巷至80巷路段,高雄市政府警察局三民第二分局
2016/01/10 16:00,2016/01/10 20:00,室外集會,桃園市龜山區文化二路168號(大崗國中禮堂),桃園市政府警察局龜山分局
2016/01/10 16:00,2016/01/10 21:00,室外集會,高雄市旗津區旗津二路255號〈廣濟宮〉廣場,高雄市政府警察局鼓山分局
2016/01/10 16:00,2016/01/10 22:00,室外集會,桃園市楊梅區萬大路116巷(黃昏市場對面廣場),桃園市政府警察局楊梅分局
2016/01/10 15:30,2016/01/10 19:00,室外集會,新北市三重區正義南路底同安公園,新北市政府警察局三重分局
2016/01/10 15:00,2016/01/10 17:00,室外集會,桃園市桃園區會稽公園,桃園市政府警察局桃園分局
2016/01/10 15:00,2016/01/10 17:00,室外集會,新北市泰山區文程廣場,新北市政府警察局新莊分局
2016/01/10 15:00,2016/01/10 17:00,遊行,臺中市神岡區中山路(圳前仁愛公園),臺中市政府警察局豐原分局
2016/01/10 15:00,2016/01/10 22:00,室外集會,桃園市中壢區文化公園內(文化路與吉林路口),桃園市政府警察局中壢分局
2016/01/10 15:00,2016/01/10 19:00,室外集會,臺中市豐原區一心路104號附近八方夜市停車場,臺中市政府警察局豐原分局
2016/01/10 14:30,2016/01/10 17:30,遊行,新北市新莊區,新北市政府警察局新莊分局
2016/01/10 14:30,2016/01/10 16:00,室外集會,彰化縣員林市市區街道,彰化縣警察局員林分局
2016/01/10 14:30,2016/01/10 17:30,遊行,臺東縣臺東市臺東市區道路,臺東縣警察局臺東分局
2016/01/10 14:30,2016/01/10 17:15,遊行,桃園市大園區境內遊行由慶亞加油站出發,桃園市政府警察局大園分局
2016/01/10 14:00,2016/01/10 19:00,遊行,新竹市東區全市道路,新竹市警察局
2016/01/10 14:00,2016/01/10 17:00,遊行,臺南市北區各街道,臺南市政府警察局第五分局
2016/01/10 14:00,2016/01/10 19:00,遊行,雲林縣莿桐鄉莿桐鄉街道,雲林縣警察局斗六分局
2016/01/10 14:00,2016/01/10 18:00,遊行,新北市三重區各主要道路,新北市政府警察局三重分局
2016/01/10 14:00,2016/01/10 19:00,室外集會,新竹市東區228和平紀念公園,新竹市警察局第二分局
2016/01/10 14:00,2016/01/10 17:30,室外集會,臺中市新社區興社街四段1號,臺中市政府警察局東勢分局
2016/01/10 14:00,2016/01/10 16:45,室外集會,臺北市士林區葫蘆街海光公園,臺北市政府警察局士林分局
2016/01/10 14:00,2016/01/10 17:00,室外集會,臺北市松山區三民路43巷8號前,臺北市政府警察局松山分局
2016/01/10 14:00,2016/01/10 21:00,遊行,桃園市中壢區華勛街264號集結出發,桃園市政府警察局中壢分局
2016/01/10 14:00,2016/01/10 18:00,室外集會,彰化縣彰化市彰化火車站站前廣場,彰化縣警察局彰化分局
2016/01/10 14:00,2016/01/10 18:00,室外集會,屏東縣屏東市屏東縣立體育館,屏東縣政府警察局屏東分局
2016/01/10 14:00,2016/01/10 20:00,室外集會,高雄市鳳山區五甲二路730巷6號,高雄市政府警察局鳳山分局
2016/01/10 14:00,2016/01/10 22:00,遊行,臺中市龍井區沙田路六段與中興路口,臺中市政府警察局烏日分局
2016/01/10 14:00,2016/01/10 21:00,室外集會,高雄市鳳山區國泰重劃區商一空地,高雄市政府警察局鳳山分局
2016/01/10 14:00,2016/01/10 18:00,遊行,臺南市歸仁區各主要道路、街、巷、弄,臺南市政府警察局歸仁分局
2016/01/10 14:00,2016/01/10 19:00,室外集會,臺中市西屯區秋紅谷生態景觀公園,臺中市政府警察局第六分局
2016/01/10 14:00,2016/01/10 23:30,室外集會,臺北市萬華區漢中街116號前道路及成都路北側人行道,臺北市政府警察局萬華分局
2016/01/10 13:00,2016/01/10 18:00,遊行,新北市新店區中正路38號,新北市政府警察局新店分局
2016/01/10 13:00,2016/01/10 15:00,室外集會,臺南市南區水萍塭公園,臺南市政府警察局第六分局
2016/01/10 13:00,2016/01/10 18:00,室外集會,臺東縣臺東市南清宮前廣場,臺東縣警察局臺東分局
2016/01/10 13:00,2016/01/10 15:30,遊行,高雄市鼓山區鼓山、左營及楠梓區街道,高雄市政府警察局
2016/01/10 13:00,2016/01/10 19:00,室外集會,嘉義市西區博愛路二段166號前,嘉義市政府警察局第一分局
2016/01/10 13:00,2016/01/10 18:00,室外集會,臺南市善化區善化慶安宮前廣場。,臺南市政府警察局善化分局
2016/01/10 13:00,2016/01/10 21:00,遊行,臺中市龍井區龍井區、烏日區各大路段,臺中市政府警察局烏日分局
2016/01/10 13:00,2016/01/10 17:00,室外集會,臺北市大安區大安森林公園露天音樂臺,臺北市政府警察局大安分局
2016/01/10 13:00,2016/01/10 19:00,室外集會,新北市金山區仁愛路37-11號(對面夜市廣場),新北市政府警察局金山分局
2016/01/10 13:00,2016/01/10 19:00,室外集會,高雄市三民區澄和路190巷至169巷間路段,高雄市政府警察局三民第二分局
2016/01/10 13:00,2016/01/10 18:00,室外集會,新竹縣竹北市光明一路與縣政九路旁竹筍公園,新竹縣政府警察局竹北分局
2016/01/10 13:00,2016/01/10 18:00,遊行,臺北市文山區文二鳴遠橋→文山區木柵1段→左轉木柵路1段89巷進→木柵路1段59巷(早安綠莊)出→穿過木柵路1段→進和興路(和興路繞1圈出) →穿過木柵路1段→由試院路雙號進→右轉試院路144巷(賴委員吉普車進) →試院路154巷出→左轉木柵路1段→右轉光輝路→經全家超商左轉下崙路→右轉興隆路4段→興隆路4段58巷到底→右轉經網球場右轉光輝路→木柵路1、2、3段→三義新城繞一圈→穿過木柵路3段進入25巷→久康街→右轉木柵路85巷→右轉8弄→左轉25巷→左轉木柵路3段→左轉保儀路→左轉指南路1、2、3段→水鋼琴迴轉→指南路2段→經郵局右轉再左轉秀明路2段→左轉秀明路2段112巷→右轉,臺北市政府警察局文山第一分局
2016/01/10 12:00,2016/01/10 22:00,室外集會,澎湖縣馬公市澎湖縣政府文化局演藝廳前廣場,澎湖縣政府警察局馬公分局
2016/01/10 11:00,2016/01/10 16:30,遊行,新北市板橋區,新北市政府警察局
2016/01/10 11:00,2016/01/10 13:00,遊行,臺南市南區南區道路,臺南市政府警察局第六分局
2016/01/10 11:00,2016/01/10 16:30,遊行,臺南市中西區中西區道路,臺南市政府警察局第二分局
2016/01/10 11:00,2016/01/10 16:30,遊行,臺南市中西區中西區道路,臺南市政府警察局第二分局
2016/01/10 11:00,2016/01/10 14:00,遊行,臺南市新營區集合(解散)地點:新營區民治路73號、遊行路線為新營、鹽水、白河、東山區道路,臺南市政府警察局
2016/01/10 10:40,2016/01/10 11:30,遊行,新北市土城區市區道路,新北市政府警察局土城分局
2016/01/10 10:00,2016/01/10 15:00,遊行,雲林縣斗六市六市街道,雲林縣警察局斗六分局
2016/01/10 10:00,2016/01/10 13:00,遊行,臺南市東區中華東路、小東路口---大同路、健康路口,臺南市政府警察局第一分局
2016/01/10 09:30,2016/01/10 18:00,遊行,嘉義縣阿里山鄉茶山等,嘉義縣警察局竹崎分局
2016/01/10 09:30,2016/01/10 13:00,遊行,桃園市中壢區環北路7號集結出發,桃園市政府警察局中壢分局
2016/01/10 09:00,2016/01/10 16:30,遊行,臺南市安平區轄內道路,臺南市政府警察局第四分局
2016/01/10 09:00,2016/01/10 12:30,遊行,臺中市大里區立元路105號,臺中市政府警察局霧峰分局
2016/01/10 09:00,2016/01/10 12:00,遊行,臺南市永康區道路(詳如路線圖),臺南市政府警察局永康分局
2016/01/10 09:00,2016/01/10 12:00,室外集會,新竹縣竹東鎮客家戲曲公園,新竹縣政府警察局竹東分局
2016/01/10 09:00,2016/01/10 12:00,室外集會,新竹縣峨眉鄉峨眉街8-12號路段,新竹縣政府警察局竹東分局
2016/01/10 09:00,2016/01/10 22:00,遊行,新北市五股區成泰路一段與蓬萊路口,新北市政府警察局蘆洲分局
2016/01/10 09:00,2016/01/10 15:00,室外集會,嘉義縣布袋鎮永安里大寮206-2號前道路,嘉義縣警察局布袋分局
2016/01/10 09:00,2016/01/10 21:00,遊行,屏東縣恆春鎮車城鄉、恆春鎮、滿洲鄉,屏東縣政府警察局恆春分局
2016/01/10 09:00,2016/01/10 13:00,室外集會,臺中市大肚區社腳里沙田路一段774巷21-80號（社腳里活動中心）,臺中市政府警察局烏日分局
2016/01/10 09:00,2016/01/10 22:00,室外集會,臺北市中正區濟南路1段【中山南路（不含）至立法院郵局大門（不含）】北側人行道暨緊鄰1線車道。（需避開濟南教會出入口）。,臺北市政府警察局中正第一分局
2016/01/10 09:00,2016/01/10 18:00,遊行,臺南市南區集合地點:南區水萍塭公園 解散地點:民主進步黨新營區黨部(新營區民治東路29號) 遊行路線:南區、北區、安南區、中西區、東區、永康區、麻豆區、新營區道路,臺南市政府警察局
2016/01/10 08:30,2016/01/10 17:30,遊行,嘉義縣大林鎮等15鄉鎮市街道,嘉義縣警察局
2016/01/10 08:30,2016/01/10 15:00,遊行,臺北市士林區天母東路6號(天母三玉宮),臺北市政府警察局
2016/01/10 08:30,2016/01/10 11:30,遊行,桃園市蘆竹區南竹路與南農街口,桃園市政府警察局蘆竹分局
2016/01/10 08:00,2016/01/10 12:00,遊行,臺中市東勢區街道,臺中市政府警察局東勢分局
2016/01/10 08:00,2016/01/10 12:00,遊行,屏東縣潮州鎮地區,屏東縣政府警察局潮州分局
2016/01/10 08:00,2016/01/10 12:00,遊行,宜蘭縣壯圍鄉各村,宜蘭縣政府警察局礁溪分局
2016/01/10 08:00,2016/01/10 13:00,遊行,嘉義市東區重要街道,嘉義市政府警察局第二分局
2016/01/10 08:00,2016/01/10 17:00,遊行,苗栗縣通霄鎮各主要道路,苗栗縣警察局通霄分局
2016/01/10 08:00,2016/01/10 20:00,遊行,嘉義縣東石鄉朴子市街道路,嘉義縣警察局朴子分局
2016/01/10 08:00,2016/01/10 21:00,遊行,高雄市燕巢區燕巢及大社區街道,高雄市政府警察局
2016/01/10 08:00,2016/01/10 13:00,遊行,苗栗縣苑裡鎮南興路41號路口,苗栗縣警察局通霄分局
2016/01/10 08:00,2016/01/10 22:00,室外集會,彰化縣彰化市旭光西路90號,彰化縣警察局彰化分局
2016/01/10 08:00,2016/01/10 21:00,室外集會,臺南市安平區安億停車場,臺南市政府警察局第四分局
2016/01/10 08:00,2016/01/10 17:00,遊行,桃園市龍潭區立委候選人張肇良,桃園市政府警察局龍潭分局
2016/01/10 08:00,2016/01/10 11:30,遊行,臺北市文山區羅斯福路5段111號,臺北市政府警察局文山第二分局
2016/01/10 08:00,2016/01/10 13:00,室外集會,新竹市東區大潤發購物中心新竹忠孝店第二停車場,新竹市警察局第二分局
2016/01/10 08:00,2016/01/10 11:00,室外集會,臺南市安平區國勝路33號（安平開臺天后宮廣場）,臺南市政府警察局第四分局
2016/01/10 08:00,2016/01/10 17:00,遊行,雲林縣麥寮鄉麥豐村新興路27之6號前廣場(鎮南宮)集合出發,雲林縣警察局臺西分局
2016/01/10 08:00,2016/01/10 17:30,室外集會,臺北市士林區至善路二段故宮博物院前U型車道之沿邊。,臺北市政府警察局士林分局
2016/01/10 08:00,2016/01/10 18:30,室外集會,臺北市信義區忠孝東路4段與逸仙路口(國父紀念館側人行道),臺北市政府警察局信義分局
2016/01/10 08:00,2016/01/10 20:00,室外集會,臺北市大安區安和路1段{敦化南路1段(不含)至仁愛路4段(不含)}雙號側單向道路,臺北市政府警察局大安分局
2016/01/10 08:00,2016/01/10 12:00,室外集會,臺南市新營區鎮南殿廣場(民治路160號)及民治路156號至178號前道路路幅二分之一,臺南市政府警察局新營分局
2016/01/10 08:00,2016/01/10 17:00,遊行,雲林縣北港鎮北港、水林、口湖、四湖、元長、褒忠、東勢、臺西、麥寮、崙背、虎尾、土庫、元長、北港,雲林縣警察局
2016/01/10 08:00,2016/01/10 22:00,室外集會,臺北市中山區八德路2段(174巷不含至安東街不含)由西向東車行方向單向道路及八德路2段218巷,臺北市政府警察局中山分局
2016/01/10 07:50,2016/01/10 09:30,遊行,高雄市那瑪夏區(南沙魯里至達卡努瓦里),高雄市政府警察局六龜分局
2016/01/10 07:30,2016/01/10 18:00,遊行,苗栗縣通霄鎮苑裡鎮、三義鄉、銅鑼鄉、竹南地區,苗栗縣警察局
2016/01/10 07:00,2016/01/10 21:00,遊行,苗栗縣苗栗市大湖鄉、頭份市,苗栗縣警察局
2016/01/10 07:00,2016/01/10 20:00,室外集會,臺北市松山區吉仁公園,臺北市政府警察局松山分局
2016/01/10 07:00,2016/01/10 12:00,室外集會,臺北市內湖區文德2號公園,臺北市政府警察局內湖分局
2016/01/10 07:00,2016/01/10 12:00,遊行,高雄市六龜區六龜區新寮里至寶來里,高雄市政府警察局六龜分局
2016/01/10 07:00,2016/01/10 22:00,遊行,臺北市中正區中山南路、信義路口（集合後出發）→信義路南側慢車道→（左轉）林森南路→（左轉）仁愛路北側慢車道（104年12月31日、105年1月1日、1月3日、1月8日集會後再出發；另1月9日、1月10日使用仁愛路南側慢車道）→凱達格蘭大道（105年1月2日、1月9日集會後再出發）→（右轉）公園路→（右轉）常德街→（右轉）中山南路→中山南路（國家圖書館前）（集合後解散）,臺北市政府警察局中正第一分局
2016/01/09 19:00,2016/01/09 21:00,遊行,屏東縣屏東市屏東市街區,屏東縣政府警察局屏東分局
2016/01/09 19:00,2016/01/09 22:00,室外集會,新北市新莊區福壽公園,新北市政府警察局新莊分局
2016/01/09 19:00,2016/01/09 22:00,室外集會,新北市板橋區忠孝公園,新北市政府警察局板橋分局
2016/01/09 19:00,2016/01/09 21:00,室外集會,新北市中和區四號公園,新北市政府警察局中和分局
2016/01/09 19:00,2016/01/09 22:00,室外集會,新北市板橋區埔墘公園,新北市政府警察局海山分局
2016/01/09 19:00,2016/01/09 21:00,室外集會,桃園市平鎮區三崇宮廣場,桃園市政府警察局平鎮分局
2016/01/09 19:00,2016/01/09 20:50,室外集會,桃園市蘆竹區上興路上興公園,桃園市政府警察局蘆竹分局
2016/01/09 19:00,2016/01/09 22:00,室外集會,新北市林口區林口運動公園溜冰場,新北市政府警察局新莊分局
2016/01/09 19:00,2016/01/09 20:30,室外集會,桃園市龍潭區凌雲里復興路60號前道路,桃園市政府警察局龍潭分局
2016/01/09 19:00,2016/01/09 21:00,室外集會,桃園市平鎮區廣成街(環南路35巷到廣平路),桃園市政府警察局平鎮分局
2016/01/09 18:50,2016/01/09 21:30,室外集會,臺北市北投區長安擴建區內,臺北市政府警察局北投分局
2016/01/09 18:30,2016/01/09 21:30,遊行,臺東縣臺東市臺東市區道路,臺東縣警察局臺東分局
2016/01/09 18:30,2016/01/09 21:30,室外集會,新北市三重區二重公園,新北市政府警察局三重分局
2016/01/09 18:30,2016/01/09 22:00,室外集會,臺東縣臺東市南京路市民廣場,臺東縣警察局臺東分局
2016/01/09 18:30,2016/01/09 20:00,室外集會,雲林縣北港鎮好收里好收52-1號(好收里活動中心前),雲林縣警察局北港分局
2016/01/09 18:20,2016/01/09 20:40,室外集會,桃園市觀音區中山路二段717號新坡國小前道路,桃園市政府警察局大園分局
2016/01/09 18:00,2016/01/09 21:30,遊行,新北市永和區,新北市政府警察局
2016/01/09 18:00,2016/01/09 22:00,室外集會,雲林縣斗六市六合街61號前,雲林縣警察局斗六分局
2016/01/09 18:00,2016/01/09 22:00,室外集會,新北市新莊區光華國小,新北市政府警察局新莊分局
2016/01/09 18:00,2016/01/09 21:00,室外集會,新北市板橋區永豐公園,新北市政府警察局海山分局
2016/01/09 18:00,2016/01/09 22:00,室外集會,苗栗縣苗栗市縣政府前道路廣場,苗栗縣警察局苗栗分局
2016/01/09 18:00,2016/01/09 22:00,室外集會,新北市三重區同安公園旁環河南路,新北市政府警察局三重分局
2016/01/09 18:00,2016/01/09 21:30,室外集會,新北市三峽區介壽路1段30號旁廣場,新北市政府警察局三峽分局
2016/01/09 18:00,2016/01/09 21:00,室外集會,新竹縣竹北市中正西路266號(保安宮),新竹縣政府警察局竹北分局
2016/01/09 18:00,2016/01/09 20:00,室外集會,雲林縣北港鎮扶朝里192-1號(五福宮前廣場),雲林縣警察局北港分局
2016/01/09 18:00,2016/01/09 22:00,室外集會,桃園市中壢區成都路55號(信義國小前),桃園市政府警察局中壢分局
2016/01/09 18:00,2016/01/09 21:00,室外集會,新竹縣寶山鄉寶新路一段150號對面空地,新竹縣政府警察局竹東分局
2016/01/09 18:00,2016/01/09 22:00,室外集會,新北市樹林區中華路8號(樹林高中操場),新北市政府警察局樹林分局
2016/01/09 18:00,2016/01/09 21:00,室外集會,桃園市楊梅區萬大路116巷黃昏市場對面空地,桃園市政府警察局楊梅分局
2016/01/09 18:00,2016/01/09 22:00,室外集會,臺中市東區進德二街與自由三街口「干城公園」綠地,臺中市政府警察局第三分局
2016/01/09 18:00,2016/01/09 22:00,室外集會,高雄市前鎮區臨北段46-15號土地(凱旋三路凱旋夜市旁空地),高雄市政府警察局前鎮分局
2016/01/09 18:00,2016/01/09 22:00,室外集會,新竹縣竹東鎮中興路三段73巷旁空地廣場(二重五穀宮廟前廣場),新竹縣政府警察局竹東分局
2016/01/09 17:30,2016/01/09 22:00,室外集會,新北市板橋區雨農路2號,新北市政府警察局海山分局
